,Albania,Advanced Economies,Argentina,Australia,Austria,Belgium,Bulgaria,Bahrain,Bosnia and Herzegovina,Belarus,Bolivia,Brazil,Botswana,Canada,Switzerland,Chile,China,Cameroon,Colombia,Costa Rica,Cyprus,Czech Republic,Germany,Denmark,EMDE East Asia & Pacific,EMDE Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Emerging Market and Developing Economies (EMDEs),Spain,Estonia,Finland,France,United Kingdom,Georgia,Ghana,Greece,Guatemala,High Income Countries,"Hong Kong SAR, China",Honduras,Croatia,Hungary,Indonesia,India,Ireland,Iceland,Israel,Italy,Jordan,Japan,Kazakhstan,Kenya,"Korea, Rep.",Kuwait,EMDE Latin America & Caribbean,Low-Income Countries (LIC),Sri Lanka,Lithuania,Luxembourg,Latvia,Morocco,Mexico,Middle-Income Countries (MIC),North Macedonia,Malta,Mongolia,EMDE Middle East & N. Africa,Malaysia,Nigeria,Nicaragua,Netherlands,Norway,New Zealand,Peru,Philippines,Poland,Portugal,Paraguay,West Bank and Gaza,Romania,Russian Federation,EMDE South Asia,Saudi Arabia,Singapore,El Salvador,Serbia,EMDE Sub-Saharan Africa,Slovakia,Slovenia,Sweden,Thailand,Tunisia,Turkey,"Taiwan, China",Ukraine,Uruguay,United States,World (WBG members),South Africa
2022Q1,4240.737,13389596,108592.8,402376.8,118086,146385.7,16474.78,9474.162,5914.631,15366.46,7091.51,571823.6,4581.164,501875.8,182583.3,71855.05,3146740,10654.44,103388.1,13027.88,8949.633,67830.15,1058137,104585.1,3744325,1289916,23894.4,99888.59,7821252,410058.6,7384.734,71288.34,781007.3,755628.2,5361.266,21638.62,68189.75,14835.91,14522453,67976.42,5614.649,18779.38,48842.06,303017.3,743578.9,132026.4,4568.612,94512.92,574468.8,8504.147,1499050,49258.97,19613.63,415636.7,35753.72,1327374,NA,19445.75,15125.59,19211,8526.083,35270.07,320639.2,6688396,3059.752,4464.944,3471.225,403408.7,99320.06,121720.1,3199.287,266889.9,134091.6,49285.76,53277.35,87505.31,193312.7,68007.83,9381.539,3897.214,63427.93,482746.2,763024.7,196958.2,89898.72,6740.953,14161.18,293203.7,31020.48,15772.37,155585.5,104271.8,13662.52,361593.8,164674.5,26155.96,14011.53,4875657,21210849,114995.8
2022Q2,4201.388,13464727,110059.9,406322.4,121429.5,148292.2,16602.05,9651.56,5974.684,14446.21,7110.108,578489.4,4619.125,506581.2,184467.6,71594.73,3116902,11006.71,105230,13086.3,8997.425,67995.43,1057937,104512,3724311,1266629,24162.57,100737.9,7795492,417139.1,7260.641,71572.12,784662.2,758161.1,5511.917,21861.42,68302.83,15015.31,14579200,68808.41,5650.871,19142.56,49334.37,307041.5,742262.5,135315,4776.306,95869.5,583429.4,8574.834,1515656,49465.27,19768.68,418951.7,36127.79,1342386,NA,18364.39,14891.9,19054.16,8470.069,35211.41,324458.4,6681020,3096.36,4627.021,3553.218,408083.2,103061.5,122282.3,3274.936,273968.7,135856.9,49906.85,53749.46,88497.79,191186.3,68257.19,9357.961,3846.491,63497.3,461801.8,760626.9,200258.6,90205.88,6728.36,14303.16,293455.7,30964.21,15869.4,157104.1,105254.9,13674.51,366709.3,160928.8,20499.29,14417.81,4879040,21260219,113917.5
2022Q3,4336.982,13527935,109812.1,407857.2,121354.5,149426,16711.14,9569.249,5950.542,14663.67,7099.078,584209.5,4709.602,509647.3,184937.2,71290.8,3189764,10904.97,106211.7,13246.52,9096.59,68108.5,1064192,104876.5,3805668,1275629,24857.41,102858.8,7923513,420717.3,7228.671,71487.35,788298.6,759024.7,5751.015,22016.99,68959.81,15087.54,14651084,67150.71,5714.515,19279.35,48782.73,310589.5,760138.9,138746,4767.42,95988.7,586737.9,8622.391,1509284,49971.12,19950.82,420583.6,36430.34,1351625,NA,17625.16,15063.08,19120.84,8418.819,36301.73,326813.5,6800364,3074.239,4668.32,3630.125,416143.3,105138.9,122965.1,3264.898,273933.8,139255.9,50907.89,53433.72,90373.71,192142.2,68948.12,9647.654,3928.656,63814.96,465579.9,777764.1,204656.7,90817.75,6765.139,14200.31,296683.7,31047.82,15854.22,157459.3,106171.6,13775.49,368696.9,162793.8,21953.08,14170.61,4911895,21451448,116136.2
2022Q4,4327.421,13571818,107363.6,411160.2,121312,149807.8,16818.33,9722.393,6018.746,14774.21,7024.748,586585.7,4645.126,508917,185126,71361.15,3216299,10954.2,105089.2,13515.71,9149.34,68016.11,1058746,104210.4,3835648,1285258,24612.28,103540.3,7979444,423114.4,7151.902,70839.93,789018.7,761507.2,5908.955,22237.83,69579.57,15205.27,14698503,67151.86,5776.68,18969.11,48431.53,313932.9,773327.5,139176.2,4921.873,97804.29,585420.4,8671.993,1514834,50804.68,20455.22,418682.4,35737.57,1353433,NA,17332.56,15031.72,18862.03,8477.587,36285.9,330421.6,6852760,3079.899,4775.315,3744.027,417061.6,104194.7,124576.7,3281.758,273625.6,137116.1,50584.47,52955.66,91972.65,189260.1,69284.7,9598.264,3960.839,64595.03,471536.4,790660.1,205325.3,90830.53,6744.565,14282.26,297383.1,31033.51,15925.3,156452.1,105504.2,13817.34,372932,162618,22488.92,13896.98,4952585,21551262,114514.1
2023Q1,4350.379,13636972,108998.5,413153.6,120468.9,150055.3,16873.19,9677.72,6042.861,15070.52,7233.663,594661.7,4817.333,513836.4,185620.7,71859.27,3276298,11018.33,105918.9,13613.26,9200.989,68021.39,1060280,106105.3,3902779,1293794,24993.57,103820.1,8086086,425954.5,7064.93,70879.25,789441.9,762189.4,5867.252,22420.39,69560.96,15428.95,14768258,69913.23,5772.291,19234.4,48134.39,318205,788688.1,131684.2,4993.082,98821.3,587424.9,8756.613,1533387,51693.18,20665.41,420522.8,35449.39,1368759,NA,17347.42,14937.75,18952.78,8553.826,36661.21,332895.4,6954800,3102.067,4803.679,3721.375,415780,104641,124780,3317.721,273208.1,137143.2,50277.5,53109.52,92979.26,190963.4,70233.52,9809.458,4042.912,64401.2,476052.8,806035.5,203584.5,90369.67,6856.976,14495.66,298937.4,31033.55,16054.48,157304.6,106934.4,13787.61,373308.6,159421,23438.91,14290.32,4986864,21723058,115236
2023Q2,4390.343,13687482,105877.3,414531.9,120083.6,150249.7,16939.81,9831.531,6084.597,15318.02,7238.576,599421.4,4761.069,514898.6,185314.5,71413.22,3318855,11428.38,105448.6,13851.28,9237.487,68114.56,1058664,106164.8,3950802,1317801,25369.54,103876,8180438,426986.5,7050.451,71136,794799.3,762203.8,5984.08,22549.45,70376.82,15616.52,14823940,69890.94,5838.459,19792.45,48184.99,322550.9,805013.1,130083.8,5063.241,99484.29,586283.7,8805.399,1541247,52285.48,20919.83,422841.8,34840.04,1373506,NA,17795.4,15139.88,18944.99,8550.649,36074.31,335873.7,7043980,3113.469,4900.847,3775.129,414134.7,105850,125694.7,3381.457,272647.6,136070.6,50902.17,53210.73,92660.61,189626.7,70262.08,9889.734,3919.924,65237.57,483230.9,822808.5,203078.4,90767.73,7000.977,14714.08,301384.5,31417.13,16246.87,156492.3,107110.8,13709.11,388233.2,163504,24457.91,14074.88,5017137,21867920,116031
2023Q3,4524.345,13731660,108225.3,416520.7,119131.7,150309.9,17009.11,9929.677,6105.826,15567.72,7297.082,600599.3,4730.317,514186.6,185581.1,71770.62,3347585,11188.93,105505.6,13987.37,9304.561,67858.94,1060690,107127.8,3989362,1330099,25032.62,105366.2,8252951,429790,7020.035,70078.27,795197.7,761401.5,6137.354,22666.25,70481.3,15687.13,14874514,70018.9,5953.39,19666.83,48833.44,326198.9,821596.6,127186.6,4943.499,99456.36,587536.3,8852.989,1525285,52085.56,21189.21,426027.2,34299.45,1379838,NA,17954.26,15184.17,18741.42,8611.641,37398.29,338147.7,7110098,3110.589,5012.753,3933.046,411859.4,108414.5,126915.2,3459.067,271462.5,135020.4,50574.45,53032.57,95569.82,193039.9,70176.16,10001.79,4032.091,65874.48,489693.1,839550.8,198267.1,91703.18,7001.522,14890.36,302242.7,31587.77,16249.49,156636.7,107660.9,13713.63,389162.5,165072.8,24064.26,14136.82,5070826,21984611,115552.8
2023Q4,4509.112,13785070,105706.1,417226.2,118445,150729.8,17109.45,10123.71,6118.12,15508.03,7396.967,601502.6,4750.454,515087.8,186081.6,71911.33,3388254,11359.89,105609.2,14138.48,9395.049,68048.78,1056743,109220.8,4033984,1340311,24427.88,105890,8324362,432960.5,6985.052,69771.14,798753.7,758842.1,6337.263,22892.98,71050.97,15536.22,14930986,70146.58,6007.859,20002.9,48706.6,329838.2,838713,125467,4993.186,93819.58,587320.8,8877.901,1527810,53593.57,21456.79,427965.7,34215.67,1378487,NA,18095.15,15159.75,18762.43,8572.992,37804.43,338387.9,7178446,3110.649,5060.884,4003.239,410101.4,107384.4,128256.7,3455.066,272032.4,138691.9,50743.32,53081.83,97129.91,193039.9,70760.78,10074.48,2814.421,65960.93,494013.3,856808.1,196634.2,92781.53,7050.474,15016.96,304670.6,31693.44,16378.81,156352.7,107373.8,13741.02,393704.4,170319.2,23582.97,14200.86,5110892,22109432,115953.8
2024Q1,4518.646,13831003,103419.5,417881.7,118646.4,151205.3,17205.58,10009.29,6189.601,15718.69,7320.129,607843.9,4556.397,517697.1,186726.8,73378.94,3440140,11368.97,106901.4,14253.11,9554.264,68298.6,1059167,108434.5,4094329,1352924,25287.56,106129.1,8421858,436980.2,6967.561,70053.7,800420.3,764123.1,6387.579,23174.18,71123.97,15915.31,14987986,71889.22,5969.181,20057.05,48920.7,334441.9,849908.9,126214.3,4977.376,97495.07,589222.4,8934.387,1519310,53643.94,21681.74,433529.7,34139.95,1387857,NA,18273.22,15319.13,18816.36,8568.544,37586.12,338600,7264875,3139.562,5203.918,4010.99,413390,108950,128408.1,3484.16,271323,138969.6,50913.61,53846.24,98133.66,194198.2,71193,10228.66,2636.999,65687.33,498947.2,868182.1,200126,93101.48,7038.643,15177.62,305176.6,32060.78,16352.45,157275.1,108652,13828.16,398319.5,170381.5,24869.94,14369.82,5131549,22252861,115987.2
2024Q2,4572.078,13898156,101610.6,418638.5,118374.9,151622.9,17313.23,9951.865,6216.661,16165.01,7502.177,616261,4732.097,520532.3,187911,72944.14,3477853,NA,107425.7,14417.95,9563.767,68447.26,1056134,109890.4,4140878,1358542,24818.07,106520.7,8497830,440558.3,6973.488,70101.61,801896.4,767573.6,6559.894,23538.31,71992.78,16185.35,15062090,72097.09,6068.322,20435,48806.49,338714.5,859254.4,125896.1,5049.7,97563.47,590187.3,9012.689,1527500,53691.96,21903.21,432542.8,34301.57,1397623,NA,18598.68,15358.77,18923.4,8546.943,36922.1,339823.4,7333901,3178.934,5287.491,3942.115,415393.5,112100.5,129508.1,3523.859,274258.2,141805.6,50936.51,54960.98,98778.04,196528.6,71366.5,10369.33,2642.666,65750.2,501565.4,877853.1,202189.3,93572.36,7128.994,15321.59,307524.4,32024.91,16362.39,157221.1,109489.9,13852.66,397465.1,171530.5,25407.2,14583.26,5169479,22395956,116386.3
2024Q3,NA,13963070,NA,420035.4,118233.6,152110,17420.68,NA,NA,NA,NA,621887.1,NA,521863.5,188683.6,73426.78,3502204,NA,107641.2,14511.27,9659.626,68733.2,1057246,111261,4174052,1360832,NA,NA,8558293,444209.6,6975.432,70315.37,804997.1,768663,NA,23937.29,72194.6,NA,15132332,71329.86,NA,20461.39,48483.48,342379.3,865722,130319.3,4993.48,98469.94,590167.7,NA,1532212,NA,NA,432973.6,NA,1409499,NA,NA,15551.82,18958.92,8528.307,38445.42,343480.2,7389083,NA,5257.964,4057.054,420864.1,114160.8,130915.3,NA,276521.3,139217.1,NA,55132.37,100433.6,196332,71482.17,NA,NA,65699.96,504895.7,884460.6,203892.6,96608.86,NA,15358.55,309125.1,31958.33,16416.49,157652.9,110817.9,13957.39,396654.4,171916.7,NA,NA,5205717,22520562,115982.5
2024Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
